Bucket arxiv-derivative-flattened contains 1798 matching objects
id,executionLatency,user,system,finalExecutionLatency,finalUser,finalSystem
0,1050,495,119,22,4947,1015
0,2051,857,167,22,4947,1015
0,3051,989,196,22,4947,1015
0,4051,1037,228,22,4947,1015
0,5051,1211,325,22,4947,1015
0,6051,1434,378,22,4947,1015
0,7060,1721,446,22,4947,1015
0,8061,1957,497,22,4947,1015
0,9063,2093,529,22,4947,1015
0,10064,2208,548,22,4947,1015
0,11064,2298,553,22,4947,1015
0,12063,2499,585,22,4947,1015
0,13064,2654,593,22,4947,1015
0,14064,2924,626,22,4947,1015
0,15064,3130,664,22,4947,1015
0,16071,3396,725,22,4947,1015
0,17071,3730,770,22,4947,1015
0,18072,3971,803,22,4947,1015
0,19073,4205,851,22,4947,1015
0,20075,4348,880,22,4947,1015
0,21075,4580,956,22,4947,1015
0,22075,4792,1003,22,4947,1015
1,1038,597,135,10,2925,702
1,2041,827,176,10,2925,702
1,3042,1100,255,10,2925,702
1,4042,1489,315,10,2925,702
1,5044,1740,367,10,2925,702
1,6044,1924,433,10,2925,702
1,7043,2167,482,10,2925,702
1,8044,2388,513,10,2925,702
1,9044,2637,587,10,2925,702
1,10044,2885,679,10,2925,702
2,1048,750,66,7,4301,652
2,2048,1469,184,7,4301,652
2,3049,2077,302,7,4301,652
2,4066,2591,408,7,4301,652
2,5066,3265,527,7,4301,652
2,6066,3642,549,7,4301,652
2,7066,4086,607,7,4301,652
3,1047,636,154,10,4840,1062
3,2047,1293,317,10,4840,1062
3,3047,1865,488,10,4840,1062
3,4047,2366,553,10,4840,1062
3,5057,2761,669,10,4840,1062
3,6058,3294,786,10,4840,1062
3,7061,3630,857,10,4840,1062
3,8061,4061,932,10,4840,1062
3,9061,4396,987,10,4840,1062
4,1042,428,235,14,3865,2867
4,2042,694,516,14,3865,2867
4,3042,982,747,14,3865,2867
4,4045,1338,975,14,3865,2867
4,5046,1573,1208,14,3865,2867
4,6046,1760,1310,14,3865,2867
4,7046,1967,1461,14,3865,2867
4,8047,2238,1660,14,3865,2867
4,9048,2612,1939,14,3865,2867
4,10048,2809,2066,14,3865,2867
4,11048,3105,2266,14,3865,2867
4,12051,3325,2427,14,3865,2867
4,13051,3581,2607,14,3865,2867
4,14051,3799,2839,14,3865,2867
5,1048,742,170,3,2139,436
5,2050,1428,352,3,2139,436
6,1046,502,121,21,4664,1212
6,2048,749,153,21,4664,1212
6,3047,1005,245,21,4664,1212
6,4048,1174,319,21,4664,1212
6,5049,1427,406,21,4664,1212
6,6049,1650,475,21,4664,1212
6,7050,1829,526,21,4664,1212
6,8050,2023,550,21,4664,1212
6,9050,2203,587,21,4664,1212
6,10050,2396,616,21,4664,1212
6,11052,2629,650,21,4664,1212
6,12052,2826,661,21,4664,1212
6,13052,3004,739,21,4664,1212
6,14052,3178,812,21,4664,1212
6,15051,3356,895,21,4664,1212
6,16052,3585,972,21,4664,1212
6,17053,3787,999,21,4664,1212
6,18056,3960,1025,21,4664,1212
6,19055,4246,1076,21,4664,1212
6,20057,4494,1136,21,4664,1212
7,1048,731,213,17,4862,1082
7,2049,1072,325,17,4862,1082
7,3048,1462,362,17,4862,1082
7,4049,1529,371,17,4862,1082
7,5050,1942,441,17,4862,1082
7,6051,2191,506,17,4862,1082
7,7051,2433,556,17,4862,1082
7,8051,2891,608,17,4862,1082
7,9051,3156,631,17,4862,1082
7,10052,3440,663,17,4862,1082
7,11053,3709,727,17,4862,1082
7,12053,3815,760,17,4862,1082
7,13053,3878,773,17,4862,1082
7,14053,3980,803,17,4862,1082
7,15052,4206,831,17,4862,1082
7,16059,4550,945,17,4862,1082
7,17059,4814,1069,17,4862,1082
8,1047,790,200,9,4953,1085
8,2048,1264,313,9,4953,1085
8,3049,1911,502,9,4953,1085
8,4050,2390,615,9,4953,1085
8,5051,2697,708,9,4953,1085
8,6052,3373,854,9,4953,1085
8,7053,3989,911,9,4953,1085
8,8054,4269,994,9,4953,1085
8,9054,4731,1064,9,4953,1085
9,1041,524,67,14,3775,829
9,2042,840,123,14,3775,829
9,3044,982,164,14,3775,829
9,4044,1391,240,14,3775,829
9,5044,1738,316,14,3775,829
9,6044,2021,402,14,3775,829
9,7046,2240,489,14,3775,829
9,8045,2476,542,14,3775,829
9,9045,2759,599,14,3775,829
9,10045,2878,621,14,3775,829
9,11045,3096,680,14,3775,829
9,12049,3372,767,14,3775,829
9,13049,3523,796,14,3775,829
10,1047,631,85,11,5060,771
10,2048,1109,214,11,5060,771
10,3049,1485,262,11,5060,771
10,4049,1946,330,11,5060,771
10,5050,2512,480,11,5060,771
10,6061,3166,585,11,5060,771
10,7061,3694,630,11,5060,771
10,8061,4061,665,11,5060,771
10,9061,4356,693,11,5060,771
10,10062,4833,758,11,5060,771
11,1042,466,68,10,2918,355
11,2042,737,93,10,2918,355
11,3043,1019,175,10,2918,355
11,4043,1349,211,10,2918,355
11,5043,1552,230,10,2918,355
11,6043,1806,245,10,2918,355
11,7043,1952,260,10,2918,355
11,8043,2184,280,10,2918,355
11,9043,2513,307,10,2918,355
11,10043,2826,338,10,2918,355
12,1056,705,152,8,5718,1306
12,2057,1334,237,8,5718,1306
12,3059,1580,286,8,5718,1306
12,4062,2431,453,8,5718,1306
12,5064,3228,677,8,5718,1306
12,6065,3906,877,8,5718,1306
12,7065,4727,1063,8,5718,1306
12,8064,5507,1249,8,5718,1306
13,1037,574,139,11,3494,915
13,2038,855,214,11,3494,915
13,3038,1330,326,11,3494,915
13,4038,1556,400,11,3494,915
13,5038,1853,475,11,3494,915
13,6038,2140,530,11,3494,915
13,7039,2399,641,11,3494,915
13,8039,2660,698,11,3494,915
13,9039,2907,719,11,3494,915
13,10039,3211,819,11,3494,915
15,1045,669,85,15,5062,881
15,2046,1072,170,15,5062,881
15,3047,1632,248,15,5062,881
15,4047,1853,302,15,5062,881
15,5047,2072,339,15,5062,881
15,6047,2324,441,15,5062,881
15,7052,2682,505,15,5062,881
15,8051,3014,558,15,5062,881
15,9051,3286,587,15,5062,881
15,10053,3632,627,15,5062,881
15,11053,3872,648,15,5062,881
15,12053,4277,734,15,5062,881
15,13052,4607,795,15,5062,881
15,14053,4944,860,15,5062,881
16,1047,367,93,20,3536,943
16,2047,487,137,20,3536,943
16,3049,690,176,20,3536,943
16,4050,896,241,20,3536,943
16,5050,1123,295,20,3536,943
16,6050,1246,318,20,3536,943
16,7051,1438,376,20,3536,943
16,8051,1573,427,20,3536,943
16,9051,1713,477,20,3536,943
16,10050,1848,510,20,3536,943
16,11053,2013,571,20,3536,943
16,12054,2184,602,20,3536,943
16,13053,2365,670,20,3536,943
16,14055,2578,721,20,3536,943
16,15054,2712,733,20,3536,943
16,16055,2900,745,20,3536,943
16,17055,3031,774,20,3536,943
16,18056,3136,827,20,3536,943
16,19057,3275,901,20,3536,943
16,20057,3513,939,20,3536,943
17,1041,350,47,19,3951,963
17,2041,645,99,19,3951,963
17,3041,820,141,19,3951,963
17,4041,1003,177,19,3951,963
17,5042,1184,265,19,3951,963
17,6043,1349,272,19,3951,963
17,7046,1535,337,19,3951,963
17,8048,1688,365,19,3951,963
17,9049,1881,416,19,3951,963
17,10048,2047,498,19,3951,963
17,11049,2220,532,19,3951,963
17,12050,2464,580,19,3951,963
17,13049,2703,649,19,3951,963
17,14049,2911,689,19,3951,963
17,15049,3098,743,19,3951,963
17,16049,3400,824,19,3951,963
17,17050,3616,882,19,3951,963
17,18050,3798,920,19,3951,963
18,1034,596,107,12,4180,880
18,2034,911,166,12,4180,880
18,3034,1158,241,12,4180,880
18,4034,1330,273,12,4180,880
18,5034,1675,358,12,4180,880
18,6034,2135,439,12,4180,880
18,7034,2398,488,12,4180,880
18,8034,2802,586,12,4180,880
18,9034,3204,690,12,4180,880
18,10035,3529,760,12,4180,880
18,11037,3902,845,12,4180,880
19,1039,415,100,17,3748,1000
19,2040,546,132,17,3748,1000
19,3041,750,155,17,3748,1000
19,4041,925,217,17,3748,1000
19,5041,1186,276,17,3748,1000
19,6044,1425,320,17,3748,1000
19,7045,1654,346,17,3748,1000
19,8046,1832,426,17,3748,1000
19,9053,2115,491,17,3748,1000
19,10055,2332,541,17,3748,1000
19,11054,2535,639,17,3748,1000
19,12054,2764,678,17,3748,1000
19,13055,2986,753,17,3748,1000
19,14054,3201,843,17,3748,1000
19,15054,3394,889,17,3748,1000
19,16069,3588,969,17,3748,1000
20,1041,608,108,13,3612,1086
20,2041,1048,230,13,3612,1086
20,3042,1334,301,13,3612,1086
20,4043,1536,359,13,3612,1086
20,5044,1774,464,13,3612,1086
20,6044,1962,555,13,3612,1086
20,7044,2148,625,13,3612,1086
20,8044,2363,695,13,3612,1086
20,9044,2575,758,13,3612,1086
20,10044,2833,853,13,3612,1086
20,11044,3063,928,13,3612,1086
20,12045,3339,987,13,3612,1086
20,13045,3589,1086,13,3612,1086
21,1047,677,220,5,3537,572
21,2050,1402,357,5,3537,572
21,3052,2150,423,5,3537,572
21,4057,2849,477,5,3537,572
21,5058,3464,565,5,3537,572
22,1047,583,86,14,5205,693
22,2055,980,179,14,5205,693
22,3055,1340,225,14,5205,693
22,4055,1662,305,14,5205,693
22,5054,1975,338,14,5205,693
22,6055,2330,355,14,5205,693
22,7054,2735,382,14,5205,693
22,8055,3263,442,14,5205,693
22,9055,3616,476,14,5205,693
22,10055,3956,504,14,5205,693
22,11055,4294,533,14,5205,693
22,12056,4613,577,14,5205,693
22,13056,4946,636,14,5205,693
23,1041,563,126,12,3943,1111
23,2040,944,229,12,3943,1111
23,3040,1381,333,12,3943,1111
23,4041,1831,451,12,3943,1111
23,5040,2388,616,12,3943,1111
23,6041,2795,740,12,3943,1111
23,7041,3070,814,12,3943,1111
23,8041,3242,855,12,3943,1111
23,9042,3352,890,12,3943,1111
23,10042,3590,965,12,3943,1111
23,11042,3753,1043,12,3943,1111
24,1046,479,44,21,5493,775
24,2046,889,73,21,5493,775
24,3047,1075,94,21,5493,775
24,4047,1313,123,21,5493,775
24,5048,1646,189,21,5493,775
24,6049,1902,205,21,5493,775
24,7049,2166,229,21,5493,775
24,8049,2325,239,21,5493,775
24,9049,2457,243,21,5493,775
24,10049,2554,255,21,5493,775
24,11049,2916,313,21,5493,775
24,12049,3122,343,21,5493,775
24,13049,3381,380,21,5493,775
24,14049,3658,408,21,5493,775
24,15049,3873,457,21,5493,775
24,16049,4052,506,21,5493,775
24,17049,4381,559,21,5493,775
24,18054,4699,616,21,5493,775
24,19054,4951,657,21,5493,775
24,20054,5243,714,21,5493,775
26,1036,533,112,14,3553,785
26,2036,881,190,14,3553,785
26,3036,1212,245,14,3553,785
26,4036,1447,330,14,3553,785
26,5037,1711,364,14,3553,785
26,6036,1864,421,14,3553,785
26,7036,2021,482,14,3553,785
26,8037,2255,527,14,3553,785
26,9043,2467,571,14,3553,785
26,10044,2684,588,14,3553,785
26,11044,2994,643,14,3553,785
26,12044,3122,671,14,3553,785
26,13045,3427,728,14,3553,785
26,14044,3517,762,14,3553,785
27,1048,804,128,8,4347,807
27,2051,1289,214,8,4347,807
27,3052,1738,309,8,4347,807
27,4059,2188,384,8,4347,807
27,5060,2672,506,8,4347,807
27,6061,3217,603,8,4347,807
27,7062,3758,730,8,4347,807
27,8061,4239,786,8,4347,807
28,1046,809,112,11,4303,775
28,2047,1166,154,11,4303,775
28,3048,1595,202,11,4303,775
28,4048,1984,293,11,4303,775
28,5049,2433,381,11,4303,775
28,6048,2765,432,11,4303,775
28,7048,3148,509,11,4303,775
28,8048,3395,563,11,4303,775
28,9049,3764,652,11,4303,775
28,10049,4102,729,11,4303,775
29,1039,695,149,7,3756,1359
29,2041,1129,298,7,3756,1359
29,3041,1672,509,7,3756,1359
29,4048,2283,712,7,3756,1359
29,5049,2816,982,7,3756,1359
29,6049,3399,1206,7,3756,1359
30,1044,632,303,8,3774,2630
30,2045,1135,648,8,3774,2630
30,3047,1590,1043,8,3774,2630
30,4048,2038,1299,8,3774,2630
30,5060,2333,1533,8,3774,2630
30,6062,2793,1837,8,3774,2630
30,7063,3332,2309,8,3774,2630
31,1049,738,107,16,5458,959
31,2050,1257,184,16,5458,959
31,3050,1661,230,16,5458,959
31,4052,2044,294,16,5458,959
31,5052,2501,336,16,5458,959
31,6053,2750,375,16,5458,959
31,7052,3031,416,16,5458,959
31,8052,3254,444,16,5458,959
31,9053,3559,485,16,5458,959
31,10053,3849,577,16,5458,959
31,11057,4150,654,16,5458,959
31,12058,4295,683,16,5458,959
31,13059,4622,728,16,5458,959
31,14059,4917,805,16,5458,959
31,15059,5208,899,16,5458,959
31,16059,5400,939,16,5458,959
32,1065,593,60,5,1670,211
32,2067,1026,114,5,1670,211
32,3068,1247,127,5,1670,211
32,4069,1477,164,5,1670,211
33,1058,795,135,9,5128,836
33,2057,1199,202,9,5128,836
33,3059,1817,358,9,5128,836
33,4059,2335,443,9,5128,836
33,5059,2885,524,9,5128,836
33,6061,3256,600,9,5128,836
33,7061,3780,652,9,5128,836
33,8061,4325,735,9,5128,836
33,9062,4907,801,9,5128,836
34,1053,494,74,9,2188,319
34,2053,831,104,9,2188,319
34,3053,1078,167,9,2188,319
34,4053,1269,192,9,2188,319
34,5053,1480,211,9,2188,319
34,6053,1667,267,9,2188,319
34,7054,1845,268,9,2188,319
34,8055,2069,300,9,2188,319
35,1046,546,106,19,5178,961
35,2046,789,173,19,5178,961
35,3047,1130,266,19,5178,961
35,4048,1386,336,19,5178,961
35,5048,1696,382,19,5178,961
35,6050,1964,421,19,5178,961
35,7051,2284,454,19,5178,961
35,8052,2561,518,19,5178,961
35,9052,2847,553,19,5178,961
35,10055,3073,606,19,5178,961
35,11055,3289,645,19,5178,961
35,12057,3554,682,19,5178,961
35,13058,3630,690,19,5178,961
35,14057,3909,756,19,5178,961
35,15057,4173,820,19,5178,961
35,16058,4425,856,19,5178,961
35,17058,4658,884,19,5178,961
35,18059,4835,904,19,5178,961
35,19059,5084,953,19,5178,961
36,1056,740,139,14,4071,907
36,2056,979,189,14,4071,907
36,3067,1246,260,14,4071,907
36,4067,1454,303,14,4071,907
36,5068,1703,350,14,4071,907
36,6069,1997,414,14,4071,907
36,7070,2220,465,14,4071,907
36,8070,2501,526,14,4071,907
36,9071,2793,594,14,4071,907
36,10071,2905,625,14,4071,907
36,11071,3094,696,14,4071,907
36,12071,3373,749,14,4071,907
36,13072,3751,803,14,4071,907
36,14073,3988,873,14,4071,907
37,1051,830,135,7,4675,719
37,2052,1573,254,7,4675,719
37,3054,2185,339,7,4675,719
37,4056,2792,417,7,4675,719
37,5056,3568,531,7,4675,719
37,6056,4329,641,7,4675,719
38,1048,770,115,14,5338,902
38,2048,1082,149,14,5338,902
38,3051,1460,237,14,5338,902
38,4051,1828,276,14,5338,902
38,5051,2366,316,14,5338,902
38,6059,2796,411,14,5338,902
38,7078,3272,471,14,5338,902
38,8079,3564,519,14,5338,902
38,9080,4019,631,14,5338,902
38,10083,4427,725,14,5338,902
38,11082,4695,792,14,5338,902
38,12083,4895,804,14,5338,902
38,13084,5139,867,14,5338,902
39,1060,605,125,13,4068,895
39,2060,1035,236,13,4068,895
39,3060,1440,337,13,4068,895
39,4060,1731,369,13,4068,895
39,5062,2096,445,13,4068,895
39,6076,2550,490,13,4068,895
39,7077,2752,526,13,4068,895
39,8077,2959,591,13,4068,895
39,9077,3123,658,13,4068,895
39,10076,3371,738,13,4068,895
39,11077,3588,789,13,4068,895
39,12077,3791,850,13,4068,895
39,13078,3994,875,13,4068,895
40,1046,637,84,5,1626,247
40,2046,949,113,5,1626,247
40,3053,1212,178,5,1626,247
40,4054,1402,216,5,1626,247
40,5056,1591,246,5,1626,247
41,1051,805,120,7,5334,838
41,2053,1591,232,7,5334,838
41,3055,2396,386,7,5334,838
41,4056,3050,493,7,5334,838
41,5057,3899,611,7,5334,838
41,6058,4576,734,7,5334,838
42,1050,831,92,11,5746,650
42,2050,1286,107,11,5746,650
42,3055,1946,164,11,5746,650
42,4055,2779,283,11,5746,650
42,5056,3313,315,11,5746,650
42,6056,3753,359,11,5746,650
42,7057,4283,394,11,5746,650
42,8057,4707,448,11,5746,650
42,9057,4947,485,11,5746,650
42,10059,5461,580,11,5746,650
43,1046,744,153,13,3922,1093
43,2048,1118,243,13,3922,1093
43,3054,1500,347,13,3922,1093
43,4055,1776,423,13,3922,1093
43,5055,2042,467,13,3922,1093
43,6056,2392,522,13,3922,1093
43,7056,2565,549,13,3922,1093
43,8056,2782,581,13,3922,1093
43,9057,2936,655,13,3922,1093
43,10057,3134,696,13,3922,1093
43,11057,3341,745,13,3922,1093
43,12058,3614,855,13,3922,1093
44,1057,793,91,9,4951,983
44,2057,1262,166,9,4951,983
44,3057,1994,259,9,4951,983
44,4057,2584,407,9,4951,983
44,5058,3065,504,9,4951,983
44,6061,3715,663,9,4951,983
44,7062,4184,822,9,4951,983
44,8062,4643,915,9,4951,983
45,1048,710,184,12,5129,938
45,2049,1295,255,12,5129,938
45,3049,1863,376,12,5129,938
45,4049,2260,492,12,5129,938
45,5050,2578,556,12,5129,938
45,6051,3034,610,12,5129,938
45,7051,3375,682,12,5129,938
45,8054,3558,716,12,5129,938
45,9054,3887,791,12,5129,938
45,10055,4369,862,12,5129,938
45,11054,4783,892,12,5129,938
45,12055,5113,938,12,5129,938
46,1041,451,147,7,2852,999
46,2043,1002,271,7,2852,999
46,3043,1257,369,7,2852,999
46,4043,1673,524,7,2852,999
46,5043,2020,653,7,2852,999
46,6043,2420,795,7,2852,999
46,7043,2791,960,7,2852,999
47,1041,704,131,5,2911,646
47,2047,1222,226,5,2911,646
47,3047,1801,359,5,2911,646
47,4050,2358,521,5,2911,646
48,1047,778,122,11,5259,777
48,2049,1390,231,11,5259,777
48,3060,1934,308,11,5259,777
48,4059,2415,385,11,5259,777
48,5060,2842,432,11,5259,777
48,6071,3298,461,11,5259,777
48,7073,3667,529,11,5259,777
48,8075,4029,611,11,5259,777
48,9091,4446,692,11,5259,777
48,10090,4761,741,11,5259,777
49,1040,242,37,32,3643,811
49,2041,463,86,32,3643,811
49,3040,590,107,32,3643,811
49,4041,697,153,32,3643,811
49,5041,792,188,32,3643,811
49,6041,910,194,32,3643,811
49,7041,1018,219,32,3643,811
49,8041,1148,246,32,3643,811
49,9041,1273,278,32,3643,811
49,10041,1355,297,32,3643,811
49,11042,1472,322,32,3643,811
49,12045,1590,342,32,3643,811
49,13045,1681,371,32,3643,811
49,14044,1747,387,32,3643,811
49,15044,1840,426,32,3643,811
49,16046,1921,437,32,3643,811
49,17047,2019,452,32,3643,811
49,18050,2104,478,32,3643,811
49,19049,2210,511,32,3643,811
49,20049,2387,575,32,3643,811
49,21050,2493,603,32,3643,811
49,22050,2627,618,32,3643,811
49,23051,2732,637,32,3643,811
49,24052,2834,650,32,3643,811
49,25051,2972,669,32,3643,811
49,26051,3108,677,32,3643,811
49,27051,3189,699,32,3643,811
49,28051,3296,707,32,3643,811
49,29051,3370,734,32,3643,811
49,30051,3473,760,32,3643,811
49,31052,3577,781,32,3643,811
49,32053,3640,806,32,3643,811
50,1041,388,68,13,3151,356
50,2042,610,91,13,3151,356
50,3042,882,111,13,3151,356
50,4042,1099,154,13,3151,356
50,5042,1345,177,13,3151,356
50,6042,1532,199,13,3151,356
50,7042,1777,230,13,3151,356
50,8042,1997,249,13,3151,356
50,9043,2238,263,13,3151,356
50,10043,2468,293,13,3151,356
50,11043,2742,307,13,3151,356
50,12043,2993,325,13,3151,356
51,1048,508,90,15,4372,981
51,2058,900,148,15,4372,981
51,3059,1182,222,15,4372,981
51,4060,1420,270,15,4372,981
51,5059,1757,359,15,4372,981
51,6060,2000,427,15,4372,981
51,7060,2266,477,15,4372,981
51,8060,2569,559,15,4372,981
51,9067,2806,599,15,4372,981
51,10069,3129,632,15,4372,981
51,11068,3399,707,15,4372,981
51,12069,3580,723,15,4372,981
51,13069,3781,813,15,4372,981
51,14069,3989,873,15,4372,981
51,15069,4272,951,15,4372,981
52,1065,740,164,11,5009,724
52,2066,1165,218,11,5009,724
52,3067,1700,263,11,5009,724
52,4067,2211,343,11,5009,724
52,5068,2670,414,11,5009,724
52,6070,3214,486,11,5009,724
52,7070,3866,563,11,5009,724
52,8070,4134,619,11,5009,724
52,9070,4413,647,11,5009,724
52,10071,4871,712,11,5009,724
53,1048,725,175,7,3992,736
53,2048,1229,294,7,3992,736
53,3049,1899,427,7,3992,736
53,4051,2399,482,7,3992,736
53,5051,3014,539,7,3992,736
53,6052,3366,604,7,3992,736
53,7052,3930,728,7,3992,736
54,1050,808,127,6,3975,487
54,2061,1627,205,6,3975,487
54,3063,2505,279,6,3975,487
54,4063,3231,352,6,3975,487
54,5063,3770,455,6,3975,487
55,1036,633,189,5,2814,756
55,2036,1058,309,5,2814,756
55,3036,1545,415,5,2814,756
55,4037,2081,558,5,2814,756
55,5043,2676,716,5,2814,756
56,1052,427,80,24,4132,837
56,2052,625,111,24,4132,837
56,3052,842,120,24,4132,837
56,4052,985,153,24,4132,837
56,5052,1183,185,24,4132,837
56,6052,1381,231,24,4132,837
56,7052,1511,258,24,4132,837
56,8052,1545,267,24,4132,837
56,9053,1739,316,24,4132,837
56,10053,1931,352,24,4132,837
56,11053,2082,393,24,4132,837
56,12053,2309,417,24,4132,837
56,13053,2526,463,24,4132,837
56,14053,2643,485,24,4132,837
56,15053,2761,507,24,4132,837
56,16055,2939,549,24,4132,837
56,17055,3119,596,24,4132,837
56,18055,3265,637,24,4132,837
56,19055,3421,654,24,4132,837
56,20055,3529,697,24,4132,837
56,21055,3773,748,24,4132,837
56,22067,3856,757,24,4132,837
56,23067,4007,813,24,4132,837
57,1047,799,121,11,4432,690
57,2054,1137,193,11,4432,690
57,3055,1719,246,11,4432,690
57,4056,1890,275,11,4432,690
57,5057,2175,326,11,4432,690
57,6057,2422,370,11,4432,690
57,7058,2673,434,11,4432,690
57,8057,3140,496,11,4432,690
57,9057,3484,564,11,4432,690
57,10058,3760,613,11,4432,690
57,11059,4368,677,11,4432,690
58,1047,642,126,11,5127,1243
58,2046,1097,295,11,5127,1243
58,3048,1477,351,11,5127,1243
58,4049,1916,428,11,5127,1243
58,5049,2467,545,11,5127,1243
58,6048,3018,674,11,5127,1243
58,7049,3326,731,11,5127,1243
58,8050,3709,873,11,5127,1243
58,9050,4185,1007,11,5127,1243
58,10051,4580,1094,11,5127,1243
58,11051,4984,1195,11,5127,1243
59,1005,579,54,14,5249,1054
59,2023,954,127,14,5249,1054
59,3025,1349,225,14,5249,1054
59,4026,1850,296,14,5249,1054
59,5026,2128,340,14,5249,1054
59,6041,2359,405,14,5249,1054
59,7041,2745,442,14,5249,1054
59,8042,2994,491,14,5249,1054
59,9041,3504,561,14,5249,1054
59,10043,3842,656,14,5249,1054
59,11043,4210,742,14,5249,1054
59,12045,4622,876,14,5249,1054
59,13045,4924,949,14,5249,1054
60,1051,787,92,8,4659,928
60,2057,1490,304,8,4659,928
60,3057,2191,478,8,4659,928
60,4059,2893,626,8,4659,928
60,5060,3234,698,8,4659,928
60,6072,3655,764,8,4659,928
60,7072,4157,819,8,4659,928
60,8076,4567,912,8,4659,928
61,1049,608,91,8,3965,774
61,2050,1001,144,8,3965,774
61,3050,1380,263,8,3965,774
61,4049,1901,358,8,3965,774
61,5049,2517,444,8,3965,774
61,6051,2944,580,8,3965,774
61,7051,3323,639,8,3965,774
61,8051,3791,736,8,3965,774
62,1048,864,103,10,4315,746
62,2049,1370,144,10,4315,746
62,3049,1757,193,10,4315,746
62,4050,2164,290,10,4315,746
62,5051,2633,364,10,4315,746
62,6051,2910,456,10,4315,746
62,7053,3257,521,10,4315,746
62,8053,3550,599,10,4315,746
62,9053,3918,677,10,4315,746
62,10054,4248,742,10,4315,746
63,1046,664,124,16,3499,763
63,2047,862,164,16,3499,763
63,3048,1135,201,16,3499,763
63,4050,1357,228,16,3499,763
63,5052,1594,261,16,3499,763
63,6052,1763,317,16,3499,763
63,7051,1902,363,16,3499,763
63,8052,2085,403,16,3499,763
63,9052,2221,460,16,3499,763
63,10052,2485,490,16,3499,763
63,11052,2607,528,16,3499,763
63,12051,2790,602,16,3499,763
63,13052,2935,644,16,3499,763
63,14052,3073,693,16,3499,763
63,15052,3212,714,16,3499,763
63,16053,3462,759,16,3499,763
64,1046,626,131,15,5386,1074
64,2046,1028,206,15,5386,1074
64,3047,1414,353,15,5386,1074
64,4049,1670,380,15,5386,1074
64,5050,1975,434,15,5386,1074
64,6050,2258,492,15,5386,1074
64,7049,2688,588,15,5386,1074
64,8052,3095,649,15,5386,1074
64,9053,3416,751,15,5386,1074
64,10053,3692,826,15,5386,1074
64,11053,4090,860,15,5386,1074
64,12057,4475,906,15,5386,1074
64,13057,4846,966,15,5386,1074
64,14057,5194,1045,15,5386,1074
66,1046,431,73,19,3962,898
66,2046,785,126,19,3962,898
66,3046,1050,178,19,3962,898
66,4046,1160,222,19,3962,898
66,5046,1327,259,19,3962,898
66,6046,1498,271,19,3962,898
66,7046,1702,313,19,3962,898
66,8046,1864,355,19,3962,898
66,9055,2125,404,19,3962,898
66,10057,2327,427,19,3962,898
66,11057,2501,491,19,3962,898
66,12057,2674,541,19,3962,898
66,13059,2876,578,19,3962,898
66,14060,3023,613,19,3962,898
66,15060,3162,660,19,3962,898
66,16060,3341,768,19,3962,898
66,17059,3572,827,19,3962,898
66,18060,3787,875,19,3962,898
67,1045,723,185,13,5229,1025
67,2062,1340,308,13,5229,1025
67,3063,1798,401,13,5229,1025
67,4066,2220,461,13,5229,1025
67,5066,2555,483,13,5229,1025
67,6066,2989,588,13,5229,1025
67,7067,3385,627,13,5229,1025
67,8067,3691,711,13,5229,1025
67,9067,4192,773,13,5229,1025
67,10068,4439,796,13,5229,1025
67,11077,4793,886,13,5229,1025
67,12077,4981,926,13,5229,1025
68,1050,617,124,15,5186,1011
68,2050,946,214,15,5186,1011
68,3053,1234,306,15,5186,1011
68,4056,1494,399,15,5186,1011
68,5056,1822,461,15,5186,1011
68,6056,2162,533,15,5186,1011
68,7057,2570,621,15,5186,1011
68,8057,2833,675,15,5186,1011
68,9057,3133,740,15,5186,1011
68,10059,3480,801,15,5186,1011
68,11060,3857,844,15,5186,1011
68,12060,4200,880,15,5186,1011
68,13060,4462,917,15,5186,1011
68,14060,4804,955,15,5186,1011
68,15060,5085,998,15,5186,1011
69,1046,513,123,24,4768,959
69,2048,760,143,24,4768,959
69,3050,1027,159,24,4768,959
69,4050,1290,184,24,4768,959
69,5051,1498,217,24,4768,959
69,6052,1666,258,24,4768,959
69,7052,1815,303,24,4768,959
69,8052,2030,336,24,4768,959
69,9052,2195,368,24,4768,959
69,10053,2226,372,24,4768,959
69,11054,2415,405,24,4768,959
69,12054,2602,448,24,4768,959
69,13055,2784,486,24,4768,959
69,14056,2973,536,24,4768,959
69,15056,3140,548,24,4768,959
69,16056,3323,588,24,4768,959
69,17057,3566,641,24,4768,959
69,18065,3772,711,24,4768,959
69,19065,3855,729,24,4768,959
69,20065,4046,773,24,4768,959
69,21065,4286,815,24,4768,959
69,22067,4471,845,24,4768,959
69,23067,4681,909,24,4768,959
70,1043,590,264,8,2750,1543
70,2046,877,463,8,2750,1543
70,3046,1321,687,8,2750,1543
70,4061,1688,900,8,2750,1543
70,5061,1871,1027,8,2750,1543
70,6061,2104,1197,8,2750,1543
70,7064,2432,1410,8,2750,1543
70,8073,2700,1519,8,2750,1543
71,1042,329,77,3,668,155
71,2042,507,96,3,668,155
72,1047,686,125,16,5405,848
72,2048,952,152,16,5405,848
72,3048,1345,202,16,5405,848
72,4047,1741,267,16,5405,848
72,5048,2055,319,16,5405,848
72,6049,2310,380,16,5405,848
72,7048,2485,402,16,5405,848
72,8050,2773,448,16,5405,848
72,9054,3122,486,16,5405,848
72,10054,3483,525,16,5405,848
